Label;boot;user;type;zulu is gps;zulu hour;zulu min;zulu sec;date valid;zulu day;zulu mo;zulu year;nav port;sel course;cdi;vor from;vor to;gsi;brg 1 port;brg 2 port;brg 1;brg 2;dtw/dme;type.1;oil pres;man pres;oil temp;fuel pres;volts;amps;rpm;fuel flow;type.2;gals rem;fuel lvl 1;fuel lvl 2;ems gp 1;ems gp 2;ems gp 3;gp t-couple;contact 1;contact 2;contact 3;contact 4;contact 5;contact 6;type.3;egt 1;egt 2;egt 3;egt 4;egt 5;egt 6;cht 1;cht 2;cht 3;cht 4;type.4;cht 5;cht 6;hobbs;tach;hs34 gp 1;hs34 gp 2;hs34 gp 3;type.5;pitch;roll;heading;turn rate;airspeed;altitude;vert spd;gz;aoa %;oat;type.6
868;0;0;0;0;14;46;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;55;11,375;101;5,625;13,8125;21,6875;743;4,625;3;25,125;0;0;-45,5625;904;-1015,625;783;1;1;0;0;0;0;4;1173;1259;1263;1222;746;966;369;373;398;395;5;550;1356;8;4,375;0;0;0;6;-0,875;-0,75;44,125;-0,125;22;382;1;1;100;-46;7
874;0;0;0;0;14;46;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;51;11,0625;100;5,625;13,875;22,4375;752;2;3;25,125;0;0;-45,4375;902,1875;-1041,625;776;1;1;0;0;0;0;4;1096;1163;1171;1146;738;955;369;373;398;396;5;544;1341;8;4,375;0;0;0;6;-0,625;-0,875;44,125;-0,125;21,75;382;4;1;100;-45;7
880;0;0;0;0;14;46;11;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;17,75;103;5,625;14,125;29,625;1580;2,6875;3;25,125;0;0;-45,875;904,25;-1040,4375;770;1;1;0;0;0;0;4;1073;1123;1135;1117;731;945;369;373;399;397;5;538;1326;8;4,375;0;0;0;6;-0,625;-0,5;44,125;-0,125;21,25;381;-6;1;100;-46;7
886;0;0;0;0;14;46;16;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;70;23;104;5,625;14,125;32,4375;1890;6,5;3;25,125;0;0;-45,4375;902,0625;-1002,625;763;1;1;0;0;0;0;4;1165;1220;1246;1202;724;936;374;379;404;402;5;533;1311;8;4,375;0;0;0;6;-1,125;-0,75;44,125;-0,125;21,25;381;-1;1;100;-45;7
892;0;0;0;0;14;46;21;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;71;22,6875;106;5,625;14,125;32,625;1850;7,9375;3;25,0625;0;0;-45,9375;904,375;-1160,0625;757;1;1;0;0;0;0;4;1200;1267;1283;1234;717;926;381;388;412;410;5;527;1295;8;4,375;0;0;0;6;-1;-0,625;44,125;-0,125;21,75;381;-12;1;100;-46;7
898;0;0;0;0;14;46;26;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;65;15,0625;107;5,625;14;29,0625;1223;6,8125;3;25,0625;0;0;-45,625;903,125;-1066,75;751;1;1;0;0;0;0;4;1199;1274;1288;1241;709;916;387;395;419;416;5;522;1279;8;4,375;0;0;0;6;-0,5;-0,875;44,125;-0,375;21,25;382;-18;1;100;-46;7
904;0;0;0;0;14;46;31;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;14,75;107;5,625;14;28,625;1196;4,875;3;25,0625;0;0;-45,3125;901,8125;-1049,1875;745;1;1;0;0;0;0;4;1164;1232;1250;1209;703;907;390;398;422;420;5;517;1263;8;4,375;0;0;0;6;-0,875;-0,375;44,125;-0,125;21;381;-18;1;100;-45;7
910;0;0;0;0;14;46;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;14,3125;110;5,625;14;27,0625;1191;4,3125;3;25,0625;0;0;-45,75;904,6875;-1047,5;739;1;1;0;0;0;0;4;1143;1202;1225;1187;696;898;391;399;425;423;5;511;1247;8;4,375;0;0;0;6;-0,625;-0,75;44,125;-0,125;20,75;381;22;1;100;-46;7
916;0;0;0;0;14;46;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;14;112;5,625;14,0625;31;1189;4,1875;3;25,0625;0;0;-45,75;904,0625;-1052,75;734;1;1;0;0;0;0;4;1131;1183;1204;1174;689;888;393;402;427;425;5;506;1230;8;4,375;0;0;0;6;-1,125;-0,625;44,125;-0,125;20,75;382;-19;1;100;-46;7
922;0;0;0;0;14;46;46;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;13,9375;111;5,625;14,0625;28,3125;1187;4,125;3;25,0625;0;0;-45,4375;902,0625;-1034,375;727;1;1;0;0;0;0;4;1121;1172;1201;1167;682;879;395;404;430;427;5;501;1214;8,0625;4,375;0;0;0;6;-0,5;-0,5;44,125;-0,125;19,75;381;13;1;100;-45;7
928;0;0;0;0;14;46;51;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;14,125;113;5,625;14,0625;29,6875;1180;4,125;3;25,0625;0;0;-45,8125;905,6875;-1030,5625;723;1;1;0;0;0;0;4;1115;1162;1192;1161;676;871;397;406;432;430;5;496;1198;8,0625;4,375;0;0;0;6;-0,625;-0,625;44,125;-0,125;20;381;-9;1;100;-46;7
934;0;0;0;0;14;46;56;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;15,125;115;5,625;14;28,875;1200;4,125;3;25,0625;0;0;-45,625;902,5625;-1030,4375;717;1;1;0;0;0;0;4;1110;1152;1191;1157;670;862;399;408;435;433;5;491;1181;8,0625;4,375;0;0;0;6;-1,5;-0,5;44,125;0;21;382;23;1;100;-46;7
940;0;0;0;0;14;47;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;60;14,25;117;5,625;14,0625;29,1875;1191;4,125;3;25,0625;0;0;-45,375;901,625;-1024,875;711;1;1;0;0;0;0;4;1106;1147;1188;1154;663;853;400;410;436;436;5;487;1165;8,0625;4,375;0;0;0;6;-1,5;-0,5;44,125;0;21,5;382;-17;1;100;-45;7
946;0;0;0;0;14;47;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;15;118;5,625;14,0625;28,625;1194;4,0625;3;25,0625;0;0;-45,5625;902,8125;-1027,8125;706;1;1;0;0;0;0;4;1103;1143;1184;1152;657;844;402;412;439;438;5;482;1148;8,0625;4,375;0;0;0;6;-1,125;-0,5;44,125;-0,125;22;381;26;1;100;-46;7
952;0;0;0;0;14;47;11;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;14,625;119;5,625;14;29,375;1191;4,0625;3;25;0;0;-45,625;902,5;-1029,25;701;1;1;0;0;0;0;4;1101;1138;1180;1151;651;836;403;413;441;441;5;477;1132;8,0625;4,375;0;0;0;6;-1,25;-0,625;44,125;0;22,25;382;5;1;100;-46;7
958;0;0;0;0;14;47;16;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;14,3125;120;5,625;14,0625;29,4375;1195;4,125;3;25;0;0;-45,8125;905,6875;-1040,3125;696;1;1;0;0;0;0;4;1100;1135;1177;1150;645;828;405;415;444;443;5;473;1116;8,0625;4,375;0;0;0;6;-1,125;-0,625;44,125;-0,125;22,5;382;-45;1;100;-46;7
964;0;0;0;0;14;47;21;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;59;14,5;122;5,625;14,0625;29,5;1196;4,125;3;25;0;0;-45,5;902,25;-1033,0625;691;1;1;0;0;0;0;4;1098;1133;1175;1149;639;820;407;417;445;446;5;469;1100;8,0625;4,375;0;0;0;6;-1;-0,625;44,125;-0,125;22,5;381;0;1;100;-45;7
970;0;0;0;0;14;47;26;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;13,75;124;5,625;14;29,75;1183;4,0625;3;25;0;0;-45,875;904,3125;-1037,9375;686;1;1;0;0;0;0;4;1097;1131;1174;1148;633;811;408;418;447;448;5;464;1084;8,0625;4,375;0;0;0;6;-1,125;-0,875;44,125;-0,125;22,5;382;-18;1;100;-46;7
976;0;0;0;0;14;47;31;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;14,0625;126;5,625;14;26,9375;1184;4,0625;3;25;0;0;-45,5;902,25;-1046,5;681;1;1;0;0;0;0;4;1096;1129;1170;1147;627;804;409;420;450;450;5;460;1069;8,0625;4,375;0;0;0;6;-1;-0,75;44,125;-0,125;22,75;382;32;1;100;-45;7
982;0;0;0;0;14;47;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;13,9375;127;5,625;14,0625;28,5625;1190;4,0625;3;25;0;0;-45,5;903,875;-1052,3125;677;1;1;0;0;0;0;4;1096;1127;1169;1146;622;796;410;421;452;452;5;456;1053;8,0625;4,375;0;0;0;6;-1;-0,625;44,125;0;22,25;381;14;1;100;-46;7
988;0;0;0;0;14;47;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;13,5;127;5,625;14,0625;28,1875;1183;4,0625;3;25;0;0;-45,75;904,125;-1044,1875;672;1;1;0;0;0;0;4;1095;1127;1168;1144;616;789;412;422;454;454;5;452;1038;8,0625;4,375;0;0;0;6;-0,75;-0,625;44,125;-0,125;22,25;382;-16;1;100;-46;7
994;0;0;0;0;14;47;46;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;14,9375;128;5,625;14,0625;27,5;1180;4,0625;3;25;0;0;-45,5;902,25;-1050,125;668;1;1;0;0;0;0;4;1093;1126;1166;1143;611;781;413;424;456;455;5;448;1022;8,0625;4,375;0;0;0;6;-1;-0,625;44,125;0;22,25;381;-25;1;100;-45;7
1000;0;0;0;0;14;47;51;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;58;15,0625;131;5,625;14;28,125;1178;4,0625;3;25;0;0;-45,8125;905,6875;-1063,5;663;1;1;0;0;0;0;4;1093;1126;1165;1142;606;774;414;425;458;457;5;444;1007;8,0625;4,375;0;0;0;6;-1,125;-0,875;44,125;-0,125;22,5;382;-1;1;100;-46;7
1006;0;0;0;0;14;47;56;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;13,0625;130;5,625;14,0625;24;956;2,6875;3;25;0;0;-45,5;902,375;-1094;659;1;1;0;0;0;0;4;1072;1101;1142;1122;600;766;415;426;459;458;5;440;992;8,0625;4,375;0;0;0;6;-0,75;-0,625;44,125;-0,125;22;381;24;1;100;-45;7
1012;0;0;0;0;14;48;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;12;131;5,625;14;26;959;2,125;3;25;0;0;-45,5625;904,125;-1112,5625;654;1;1;0;0;0;0;4;1057;1082;1117;1103;595;759;415;426;460;458;5;436;978;8,0625;4,375;0;0;0;6;-1,125;-0,625;44,125;-0,125;22,5;381;2;1;100;-46;7
1018;0;0;0;0;14;48;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;11,125;132;5,625;13,9375;26,1875;953;2;3;25;0;0;-45,6875;905;-1109,125;650;1;1;0;0;0;0;4;1045;1072;1101;1089;590;752;415;426;461;458;5;432;964;8,0625;4,375;0;0;0;6;-0,75;-0,625;44,125;-0,125;22,5;382;6;1;100;-46;7
1024;0;0;0;0;14;48;11;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;13;133;5,625;14;24,9375;947;1,9375;3;25;0;0;-45,4375;902,0625;-1123,5;646;1;1;0;0;0;0;4;1037;1065;1090;1079;585;745;417;426;461;458;5;429;950;8,0625;4,375;0;0;0;6;-0,75;-0,625;44,125;-0,125;22,25;382;15;1;100;-45;7
1031;0;0;0;0;14;48;16;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;11,8125;134;5,625;13,9375;25,8125;958;1,9375;3;25;0;0;-45,5;903,6875;-1124,5;642;1;1;0;0;0;0;4;1035;1062;1081;1071;580;738;417;426;462;458;5;426;935;8,0625;4,375;0;0;0;6;-0,875;-0,75;44,125;0;22,5;382;-1;1;100;-46;7
1037;0;0;0;0;14;48;21;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;54;11,375;135;5,625;13,9375;25,25;953;1,9375;3;24,9375;0;0;-45,5;902,5625;-1145,1875;639;1;1;0;0;0;0;4;1033;1060;1075;1068;575;731;418;427;463;459;5;422;922;8,0625;4,375;0;0;0;6;-1;-0,75;44,125;-0,125;22,5;381;18;1;100;-46;7
1043;0;0;0;0;14;48;26;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;53;11,875;139;5,625;13,9375;25,125;966;1,9375;3;24,9375;0;0;-45,5;902,5;-1142,8125;635;1;1;0;0;0;0;4;1028;1059;1071;1062;571;725;419;427;464;460;5;418;908;8,0625;4,375;0;0;0;6;-0,75;-0,625;44,125;-0,125;22,5;383;-26;1;100;-46;7
1049;0;0;0;0;14;48;31;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;53;13,5625;138;5,625;14,0625;25,4375;959;1,9375;3;24,9375;0;0;-45,4375;902,0625;-1151,5625;631;1;1;0;0;0;0;4;1027;1058;1069;1054;566;718;420;427;464;460;5;415;895;8,0625;4,375;0;0;0;6;-0,875;-0,5;44,125;-0,125;23,25;383;-17;1;100;-45;7
1055;0;0;0;0;14;48;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;53;12,125;141;5,625;13,9375;24,5;958;1,9375;3;24,9375;0;0;-45,5;903,5625;-1164,875;627;1;1;0;0;0;0;4;1027;1058;1067;1047;561;712;420;428;466;460;5;412;882;8,0625;4,375;0;0;0;6;-0,75;-0,5;44,125;-0,125;22,75;382;10;1;100;-45;7
1061;0;0;0;0;14;48;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;51;10,6875;139;5,625;13,875;22;780;1,6875;3;24,9375;0;0;-45,8125;904,625;-1197,8125;624;1;1;0;0;0;0;4;1022;1054;1060;1037;557;706;421;428;466;460;5;408;869;8,0625;4,375;0;0;0;6;-0,875;-0,375;44,125;-0,125;22,75;382;6;1;100;-46;7
1067;0;0;0;0;14;48;46;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;49;10,75;140;5,625;13,8125;21,0625;747;1,0625;3;24,9375;0;0;-45,75;904,125;-1260,375;620;1;1;0;0;0;0;4;1004;1033;1030;1019;552;699;421;428;467;460;5;405;856;8,0625;4,375;0;0;0;6;-0,75;-0,375;44,125;-0,125;22,75;382;-10;1;100;-46;7
1073;0;0;0;0;14;48;51;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;48;11,5625;141;5,625;13,8125;18,5625;714;0,875;3;24,9375;0;0;-45,9375;904,75;-1283,25;617;1;1;0;0;0;0;4;984;1008;1008;1001;548;693;421;428;467;460;5;402;843;8,0625;4,375;0;0;0;6;-0,5;-0,75;44,125;0;21,75;382;-3;1;100;-46;7
1079;0;0;0;0;14;48;56;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,625;142;5,625;13,9375;24,6875;888;1,375;3;24,9375;0;0;-45,375;901,5;-1234,3125;613;1;1;0;0;0;0;4;974;999;990;992;543;687;421;427;467;460;5;399;832;8,0625;4,375;0;0;0;6;-0,5;-0,625;44,125;-0,125;21,5;382;13;1;100;-45;7
1085;0;0;0;0;14;49;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,8125;143;5,625;13,9375;24,9375;885;1,625;3;24,9375;0;0;-45,5;902,5;-1209,9375;610;1;1;0;0;0;0;4;971;995;990;987;539;681;421;427;467;460;5;396;819;8,0625;4,375;0;0;0;6;-0,625;-0,75;44,125;0;21,5;382;13;1;100;-46;7
1091;0;0;0;0;14;49;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,625;147;5,625;14;22,75;886;1,75;3;24,9375;0;0;-45,25;901,875;-1212,125;607;1;1;0;0;0;0;4;969;991;986;981;535;675;421;427;467;460;5;393;807;8,0625;4,375;0;0;0;6;-0,75;-0,375;44,125;-0,125;21,5;382;0;1;100;-45;7
1097;0;0;0;0;14;49;11;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,9375;146;5,625;13,9375;26,4375;890;1,6875;3;24,9375;0;0;-45,5625;903,9375;-1211,0625;603;1;1;0;0;0;0;4;966;986;983;978;531;670;422;427;467;460;5;390;795;8,0625;4,375;0;0;0;6;-0,75;-0,375;44,125;-0,125;20,5;382;-4;1;100;-46;7
1103;0;0;0;0;14;49;16;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,4375;147;5,625;14;24,25;882;1,75;3;24,9375;0;0;-45,5;902,375;-1216,125;600;1;1;0;0;0;0;4;965;983;982;975;527;664;422;427;467;460;5;387;784;8,0625;4,375;0;0;0;6;-0,625;-0,5;44,125;-0,125;20,5;383;-11;1;100;-46;7
1109;0;0;0;0;14;49;21;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,875;147;5,625;13,9375;23;883;1,8125;3;24,9375;0;0;-45,8125;904,5625;-1224,75;597;1;1;0;0;0;0;4;964;980;979;973;523;658;422;427;467;460;5;385;772;8,0625;4,375;0;0;0;6;-0,875;-0,5;44,125;-0,125;21;383;-8;1;100;-46;7
1115;0;0;0;0;14;49;26;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,75;149;5,625;13,9375;23,75;876;1,8125;3;24,9375;0;0;-45,375;901,6875;-1221,375;594;1;1;0;0;0;0;4;963;977;974;970;519;652;423;427;467;460;5;382;761;8,0625;4,375;0;0;0;6;-0,625;-0,5;44,125;0;20,25;382;4;1;100;-45;7
1121;0;0;0;0;14;49;31;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,3125;148;5,625;13,9375;25,4375;892;1,75;3;24,9375;0;0;-45,4375;904;-1242,75;591;1;1;0;0;0;0;4;961;975;969;967;515;647;424;427;467;460;5;379;751;8,0625;4,375;0;0;0;6;-0,625;-0,5;44,125;0;19,5;382;-29;1;100;-45;7
1127;0;0;0;0;14;49;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,4375;149;5,625;14;26,4375;894;1,6875;3;24,9375;0;0;-45,5625;904,0625;-1229,25;588;1;1;0;0;0;0;4;960;974;967;966;512;642;425;427;467;460;5;377;740;8,0625;4,375;0;0;0;6;-1;-0,625;44,125;-0,125;20;383;-10;1;100;-46;7
1133;0;0;0;0;14;49;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12;152;5,625;14;25,625;893;1,6875;3;24,9375;0;0;-45,5;902,5625;-1235,5625;586;1;1;0;0;0;0;4;958;972;965;964;508;636;425;427;467;460;5;374;729;8,0625;4,375;0;0;0;6;-0,5;-0,5;44,125;-0,125;19;382;9;1;100;-46;7
1139;0;0;0;0;14;49;46;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,4375;150;5,625;13,9375;24,8125;896;1,625;3;24,9375;0;0;-45,5625;902,6875;-1240,375;583;1;1;0;0;0;0;4;957;970;965;963;504;631;425;427;467;460;5;371;719;8,0625;4,375;0;0;0;6;-0,5;-0,375;44,125;0;18,75;383;22;1;100;-46;7
1145;0;0;0;0;14;49;51;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12;152;5,625;14;25,4375;890;1,5;3;24,9375;0;0;-45,75;905,5;-1257,875;580;1;1;0;0;0;0;4;957;969;965;960;500;625;426;427;467;460;5;369;709;8,0625;4,375;0;0;0;6;-0,75;-0,625;44,125;0;18,5;383;-26;1;100;-46;7
1151;0;0;0;0;14;49;56;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12;153;5,625;13,9375;23,75;881;1,375;3;24,9375;0;0;-45,8125;904,375;-1250,5;577;1;1;0;0;0;0;4;957;968;963;958;497;621;427;427;467;460;5;366;699;8,0625;4,375;0;0;0;6;-0,5;-0,625;44,125;-0,125;18,5;383;0;1;100;-46;7
1157;0;0;0;0;14;50;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,875;153;5,625;13,9375;22,6875;885;1,3125;3;24,9375;0;0;-45,4375;902,1875;-1257,75;575;1;1;0;0;0;0;4;955;967;963;955;493;615;427;428;467;460;5;364;689;8,0625;4,375;0;0;0;6;-0,875;-0,875;44,125;-0,125;18,5;383;-21;1;100;-45;7
1163;0;0;0;0;14;50;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,1875;158;5,625;14;24,5;887;1,25;3;24,9375;0;0;-45,5;902,5625;-1263,625;573;1;1;0;0;0;0;4;954;967;963;953;490;611;428;428;467;460;5;362;680;8,0625;4,375;0;0;0;6;-0,875;-0,5;44,125;0;18,75;383;18;1;100;-46;7
1169;0;0;0;0;14;50;11;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,5;155;5,625;13,9375;24;890;1,1875;3;24,9375;0;0;-45,8125;905,75;-1257,6875;570;1;1;0;0;0;0;4;954;966;963;950;487;606;429;428;467;460;5;360;670;8,0625;4,375;0;0;0;6;-1,25;-0,375;44,125;0;18,75;383;-23;1;100;-46;7
1175;0;0;0;0;14;50;16;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,1875;156;5,625;13,9375;25;880;1,125;3;24,9375;0;0;-45,5;902,3125;-1282,0625;567;1;1;0;0;0;0;4;954;966;963;950;483;601;429;428;467;460;5;357;661;8,0625;4,375;0;0;0;6;-1,25;-0,375;44,125;-0,125;19;383;-10;1;100;-45;7
1181;0;0;0;0;14;50;21;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,4375;157;5,625;14;24,3125;890;1,1875;3;24,9375;0;0;-45,4375;901,9375;-1268,875;565;1;1;0;0;0;0;4;953;965;963;950;480;596;429;429;467;460;5;355;651;8,0625;4,375;0;0;0;6;-0,875;-0,375;44,125;0;19;383;5;1;100;-45;7
1187;0;0;0;0;14;50;26;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,375;158;5,625;14;24,1875;890;1,1875;3;24,9375;0;0;-45,5625;904,0625;-1274,4375;562;1;1;0;0;0;0;4;953;965;962;949;477;592;430;429;467;460;5;353;643;8,0625;4,375;0;0;0;6;-1;-0,5;44,125;0;19,5;384;-14;1;100;-46;7
1193;0;0;0;0;14;50;31;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,375;159;5,625;13,9375;24,6875;889;1,1875;3;24,9375;0;0;-45,5625;902,8125;-1276,9375;560;1;1;0;0;0;0;4;953;965;960;948;474;587;431;429;467;460;5;351;634;8,125;4,375;0;0;0;6;-0,5;-0,25;44,125;-0,125;18,75;383;3;1;100;-46;7
1199;0;0;0;0;14;50;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,4375;160;5,625;14;23,9375;889;1,1875;3;24,9375;0;0;-45,5625;902,875;-1300,0625;558;1;1;0;0;0;0;4;953;964;957;947;471;582;431;429;467;460;5;348;625;8,125;4,375;0;0;0;6;-0,75;-0,5;44,125;-0,125;19;384;6;1;100;-46;7
1205;0;0;0;0;14;50;41;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;11,625;162;5,625;14;23,3125;886;1,1875;3;24,9375;0;0;-45,375;902,5;-1288,125;556;1;1;0;0;0;0;4;953;964;956;947;468;578;432;429;467;460;5;346;617;8,125;4,375;0;0;0;6;-0,25;-0,375;44,125;0,125;18,75;384;15;1;100;-45;7
1211;0;0;0;0;14;50;46;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,125;165;5,625;14;24,25;890;1,125;3;24,9375;0;0;-45,5;902,625;-1290,4375;553;1;1;0;0;0;0;4;953;964;954;946;465;574;432;430;468;460;5;344;609;8,125;4,375;0;0;0;6;-0,625;-0,625;44,125;0,125;18,75;384;-4;1;100;-46;7
1217;0;0;0;0;14;50;51;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;52;14,375;163;5,625;14,0625;26,5;1135;1,4375;3;24,9375;0;0;-45,5625;902,6875;-1289,1875;551;1;1;0;0;0;0;4;955;968;954;947;462;569;433;430;468;460;5;342;601;8,125;4,375;0;0;0;6;-0,25;-1,625;44,125;-0,375;18,75;383;18;1;100;-46;7
1223;0;0;0;0;14;50;56;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;51;11,875;169;5,625;13,9375;24,3125;944;1,4375;3;24,875;0;0;-45,5625;902,8125;-1297,6875;549;1;1;0;0;0;0;4;983;1002;987;972;459;565;435;432;469;460;5;340;593;8,125;4,375;0;0;0;6;-0,5;-0,875;44,125;-0,25;18,25;384;18;1;100;-46;7
1229;0;0;0;0;14;51;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;51;12,125;169;5,625;13,9375;23,5625;938;1,1875;3;24,875;0;0;-45,5625;903,9375;-1307,5;547;1;1;0;0;0;0;4;984;1005;994;976;456;561;436;433;470;460;5;338;585;8,125;4,375;0;0;0;6;-0,5;-0,625;44,125;0;17,5;383;19;1;100;-46;7
1235;0;0;0;0;14;51;6;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,75;167;5,625;14;24,0625;934;1,125;3;24,875;0;0;-45,4375;901,8125;-1316,5625;545;1;1;0;0;0;0;4;984;1006;995;977;454;557;436;433;470;460;5;337;577;8,125;4,375;0;0;0;6;-0,875;-0,5;44,125;-0,125;18,5;383;-11;1;100;-45;7
1241;0;0;0;0;14;51;11;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,5;173;5,625;14;24,8125;950;1,0625;3;24,875;0;0;-45,6875;903,9375;-1314,25;543;1;1;0;0;0;0;4;984;1007;998;979;451;553;437;433;471;460;5;335;570;8,125;4,375;0;0;0;6;-1;-0,5;44,125;0;19,25;384;39;1;100;-46;7
1247;0;0;0;0;14;51;16;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,1875;171;5,625;13,9375;23,9375;932;1;3;24,875;0;0;-45,375;901,8125;-1317,8125;541;1;1;0;0;0;0;4;986;1008;1002;979;448;548;438;434;472;461;5;332;562;8,125;4,375;0;0;0;6;-1,375;-0,5;44,125;-0,125;19;384;-23;1;100;-45;7
1253;0;0;0;0;14;51;21;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12;170;5,625;14;24,8125;930;1;3;24,875;0;0;-45,5625;902,6875;-1319,6875;539;1;1;0;0;0;0;4;988;1008;1003;979;445;545;439;435;472;461;5;331;555;8,125;4,375;0;0;0;6;-1,25;-0,375;44,125;0;20;383;-2;1;100;-46;7
1259;0;0;0;0;14;51;26;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,75;170;5,625;14;24;920;1;3;24,875;0;0;-45,5;902,5;-1339,375;537;1;1;0;0;0;0;4;988;1008;1003;979;443;541;440;435;474;462;5;329;548;8,125;4,375;0;0;0;6;-1,375;-0,5;44,125;-0,125;20,75;383;11;1;100;-46;7
1265;0;0;0;0;14;51;31;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,125;176;5,625;14;24,5625;937;0,9375;3;24,875;0;0;-45,5625;902,8125;-1324,5625;535;1;1;0;0;0;0;4;988;1008;1003;979;440;537;440;436;475;462;5;327;541;8,125;4,375;0;0;0;6;-0,75;-0,625;44,125;-0,5;20,25;383;2;1;100;-46;7
1271;0;0;0;0;14;51;36;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;50;12,875;172;5,625;14;23,375;932;0,9375;3;24,875;0;0;-45,6875;904,9375;-1338,8125;533;1;1;0;0;0;0;4;988;1008;1003;981;437;533;441;436;476;463;5;325;534;8,125;4,375;0;0;0;6;-1,125;-0,625;44,125;-0,125;20,75;384;2;1;100;-46;7
